"","player_api_id","player_fifa_api_id","id","player_name","birthday","height","weight","date","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"2534",33871,171579,8822,"Raul Garcia","1986-07-11 00:00:00",0.179772618874657,0.814043539553649,"2015-02-20",1.72668581498608,1.18888516691863,"right","medium","high",1.47236011063394,1.20083951799944,1.79675607674946,1.62378334679128,0.353817491963789,1.17796546969435,1.34785121051925,1.13189976524307,1.87223211415487,1.25360093360841,0.180957794355226,0.518823650055147,-0.0773103922218884,1.94684051648932,-0.0701520054955328,1.5322118493716,0.540776126414733,0.901704013063037,1.10829828001751,1.30418832658126,1.33117245946461,0.944684413293198,1.68426448424422,1.42466528021606,1.54191382970811,0.271164097567035,0.945980649074798,62,-0.12060116323978,0.0133420261569736,-0.100209612181949,0.00883865909459249,-0.0650389311648403
"2537",33881,138436,5207,"Jonathan Walters","1983-09-20 00:00:00",0.179772618874657,0.440842058132625,"2015-04-10",0.314193120562292,-0.283999747466456,"right","high","high",1.03433470797709,1.25799765101291,0.995761489048857,0.426718164123149,1.08035981215118,0.746955378351239,0.636159536748187,0.401149400175289,-0.0207527260765848,0.64344667719223,0.10837588822892,0.141591725619765,0.865599878477376,0.818953220245497,0.29519330829482,0.701583542835553,0.806949015458549,1.73207429531624,1.27586624969182,0.894380238308451,1.20968800203942,0.481244738303427,1.04672644250495,0.847089728213296,1.20596761576114,0.632706214710367,0.145241464500804,41.6666666666667,-0.466757846785882,-0.109749066601875,-0.545800521249819,-0.352853093349784,-0.571258458089661
"2550",33914,155877,1944,"Craig Samson","1984-04-01 00:00:00",1.06244333960593,0.590122650701035,"2015-01-30",-0.862884124790864,-1.51140384278736,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.18728131639706,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-2.40451141377546,-2.06835001799081,-1.4884260465498,-1.06555043257346,-0.657562866498359,-0.153363414447448,-1.53153326065694,-2.30145725771786,-0.257742540716713,-2.62736968651309,-0.316029462214137,-1.6230123039388,-1.94890789101563,-1.42400725887674,-1.67729973583559,-1.91243790913324,-1.88473755255101,-1.17500437100629,-1.30609830753956,25,2.76403786631107,2.90598270598992,2.38236830976761,2.78180876116814,2.80353838807581
"2560",33959,155972,4394,"Ion Ansotegi","1982-07-13 00:00:00",1.9451140603372,1.26188531725888,"2014-09-18",0.941967651417309,0.370615770038028,"right","low","medium",-1.03064219026235,-1.48559273363357,1.46300833187421,-0.061879869618946,-1.58362869520257,-1.46966794855618,-0.965146729236708,0.401149400175289,-0.231084374991191,-0.983631339917595,-2.64973654457069,-0.914657662799305,-2.47085184861233,0.313348570205166,-2.33529295099572,-0.129044763700497,-3.0081957275028,-0.205456363274571,1.86235414355191,-1.505924278718,1.14894577332682,1.35663079106188,-0.923845686507354,-0.56476162112679,-1.21284512465707,1.61403481838513,1.39639644039767,70,-0.0629083826487632,-0.232840159360724,-0.291177144639608,0.00883865909459249,-0.458765229884145
"2561",33960,172294,7547,"Mikel Gonzalez","1985-09-24 00:00:00",1.50377869997156,0.440842058132625,"2015-02-06",1.6482139986292,1.10705822723057,"right","high","medium",-0.217166442471054,-0.456746339391142,1.46300833187421,0.671017180994196,-0.493815214921494,-0.915512116829323,-0.549993252870254,0.035774217641396,-0.301194924629393,-0.644656753019714,0.10837588822892,0.141591725619765,-0.730094425782917,0.546704562531473,-0.362428256527815,-0.00125579346418145,1.1618462008503,0.694111442499736,1.35965023452897,-1.3302922408868,1.5437702599587,1.25364419661971,-0.228349640973601,0.269514176210533,-0.339384968394937,1.66568369226275,1.47146573895148,83,-0.235986724421814,0.0133420261569736,-0.609456365402372,-0.352853093349784,-0.121285545267598
"2566",33973,146482,10857,"Xabier Prieto","1983-08-29 00:00:00",0.621107979240291,-0.00699971957260257,"2015-05-08",1.72668581498608,1.18888516691863,"right","medium","medium",1.55996519116531,1.48663018306678,0.728763293148655,1.59446746476675,0.717088652057482,1.27648206200134,1.78672774267807,1.43637908402132,1.64787835531263,1.28071890056025,-0.486795742006786,-0.0394795981092193,-0.0337914566511535,1.69014892493038,0.00291705726253768,0.829372513071868,-0.612639726108466,-0.13625883975347,-0.483597431888448,1.55007317954495,-0.248125487062909,0.0692983605347416,1.44084086830741,1.84822068501808,2.14661701481266,-1.17500437100629,-1.30609830753956,24,-0.235986724421814,-0.602113437637271,-0.545800521249819,-0.0514432996461369,-0.515011843986903
"2569",33988,146530,2093,"Daniel Alves","1983-05-06 00:00:00",-1.58556882258789,-1.05196386755147,"2014-10-17",2.3544603458411,1.84350068442312,"right","high","low",1.91038551329079,0.629258187864758,0.795512842123706,1.55049364172997,1.20145019884907,1.36268408026997,1.4664664894811,1.55817081153262,1.59178991560206,1.52478060312672,1.26968638624981,1.49962665358714,1.37332079346929,2.29687450497878,1.31816018690781,1.72389530472608,0.984397608154425,0.901704013063037,-1.07008532574854,1.42127635180206,1.5133991456024,1.6655905743884,0.525104408354632,0.782914666879655,1.13877837297175,0.942599457976081,1.49648883846942,83,-0.582143407967916,-0.232840159360724,-0.35483298879216,-0.533698969571972,-0.458765229884145
"2572",33991,146536,4921,"Jesus Navas","1985-11-21 00:00:00",-2.02690418295352,NA,"2015-04-10",2.19751671312734,1.69803056942212,"right","medium","medium",1.80609375075345,1.01031240795455,-0.138980843527001,1.1840451164234,1.86744732568751,1.47898839063239,1.64438940792386,-0.14691337362555,1.24123716741105,1.38165799976984,1.85034163526025,1.72596580824837,1.8810417084612,1.7005203023671,1.68350550069816,1.04945351736774,0.116871154974584,0.901704013063037,-2.8295490073288,1.24564431397086,0.116327885212673,-0.909074286665886,1.19484134109084,1.38188190599363,0.19812897392022,-1.07170662325106,-1.55632930271894,26,-0.293679505012831,-0.294385705740149,0.0271020761231569,-0.473417010831243,-0.121285545267598
"2573",33992,164082,193,"Adriano","1984-10-26 00:00:00",-1.58556882258789,-0.529481793562035,"2015-02-13",1.25585491684482,0.69792352879027,"left","high","medium",1.84781045576839,0.514941921837821,0.461765097248453,1.25733482148471,0.232727105265892,1.23953833988622,1.82231232636663,1.19279562899872,1.38145826668746,1.18580601622884,0.834194949491976,0.518823650055147,1.01066299704649,2.18019650881562,1.02588393587552,1.66000081960792,0.629500422762672,0.624913918978635,0.0191064771344855,1.83108444007487,1.02746131590163,1.3051374938408,1.27855845768286,0.847089728213296,0.332507459499009,1.20084382736418,1.1461654452183,79,-0.178293943830797,-0.0482035202224509,-0.35483298879216,-0.0514432996461369,-0.121285545267598
"2576",34000,10863,3038,"Enzo Maresca","1980-02-10 00:00:00",-0.261562741490978,0.142280872995807,"2015-02-20",0.282804394019541,-0.31673052334168,"right","low","low",0.871639558418833,-0.205250554131881,0.0879676229881703,1.09609747034982,1.08035981215118,0.599180489890744,1.16992829207649,1.80175426655521,1.35341404683218,0.751918544999552,-1.6771390024782,-2.54429957636016,-0.802625985067476,0.803396154090411,0.485172871465802,0.739920233906447,-3.09692002385074,-1.63092534780924,-0.148461492539825,1.21051790640462,0.444335920260697,0.738711224408856,0.838077628844821,1.24497510848187,1.07158913018235,0.188525899362845,0.335417020837127,47,-0.351372285603848,-0.294385705740149,-0.227521300487055,-0.473417010831243,-0.233778773473114
"2580",34008,46736,2990,"Emiliano Moretti","1981-06-11 00:00:00",0.179772618874657,0.440842058132625,"2014-10-31",1.09891128413106,0.534269649414149,"left","medium","medium",0.0748504926335129,-1.37127646760664,1.19601013597401,-0.208459279741574,-1.2405392662252,-0.60764776586996,0.398928978824499,-0.897962359945219,0.189578922838022,0.101087338155622,-0.980352703665663,-0.914657662799305,-1.09275222220571,0.663382558694626,-0.143221068253603,-0.384622704173128,0.629500422762672,-0.13625883975347,0.68937835583173,-0.861940140003586,0.784492401051239,1.56260397994623,-1.29091304387239,-1.22790392157441,-0.227402897079279,1.56238594450751,1.3463502413618,77,-0.409065066194865,-0.355931252119573,-0.35483298879216,-0.292571134609054,-0.0650389311648403
"2583",34029,157481,8816,"Raul Albiol","1985-09-04 00:00:00",1.50377869997156,0.963324132122058,"2014-10-31",1.88362944769983,1.35253904629475,"right","medium","medium",-0.926350427725003,-1.06643309153481,1.32950923392411,0.671017180994196,-0.937813299480453,-0.299783414910597,0.0430831419389665,-0.106316131121785,0.610242220667234,0.236677172914774,-0.472279360781524,-0.38653296858977,-0.657562866498359,1.71348452416301,-0.581635444802026,0.254322147008449,0.895673311806487,-0.274653886795671,1.19208226485466,0.0162200491524328,1.14894577332682,1.71708387160948,-1.29091304387239,0.0555973050983991,-0.96648456776262,1.8206303138956,1.64662743557704,80,-0.409065066194865,-0.540567891257847,-0.609456365402372,-0.352853093349784,-0.402518615781387
"2585",34035,143068,7117,"Matias Emilio Delgado","1982-12-15 00:00:00",0.179772618874657,0.440842058132625,"2015-05-29",0.549608569632923,-0.0385189284022743,"right","medium","medium",1.11776811800697,0.915048852932099,0.0835176530565005,0.719876984368406,1.01981461880223,0.9111496988629,1.70369704740478,1.43637908402132,1.35808808347472,1.0163187227799,-0.181951736276302,0.00327335332679146,0.720536759908258,-0.153363414447448,0.0272734115152275,0.648338138570422,-0.790088318804343,-0.389983092664172,-0.595309411671322,1.07976961157472,-1.09851668903927,-1.06355417832914,0.447827069961993,1.49953618510531,1.22836403002427,-1.17500437100629,-1.30609830753956,25,-0.351372285603848,-0.109749066601875,-0.227521300487055,-0.593980928312701,-0.290025387575872
"2586",34036,137782,3905,"Glen Johnson","1984-08-23 00:00:00",0.179772618874657,-1.05196386755147,"2015-05-15",1.21661900866638,0.65701005894624,"right","high","low",1.0969097654995,0.457783788824352,0.662013744173605,0.890886296178139,0.414362685312738,1.11639259950247,0.932697734152797,0.279357672663991,0.890684419220043,0.64344667719223,0.906776855618281,0.896055574490529,0.575473641339141,0.896738551020934,0.29519330829482,1.0849504535445,0.895673311806487,0.901704013063037,0.354242416483108,0.952924250918853,0.845234629763836,1.20215089939863,0.75693642353255,0.782914666879655,0.399696702288404,1.32996601205822,1.35886179112076,79,-0.178293943830797,-0.540567891257847,-0.545800521249819,-0.593980928312701,-0.515011843986903
"2596",34082,158912,6736,"Marco Schneuwly","1985-03-27 00:00:00",0.179772618874657,0.963324132122058,"2015-02-13",0.0630833082202862,-0.545845954468248,"left","medium","medium",-0.404891615038276,1.25799765101291,0.608614104993564,0.304568655687625,1.04403269614181,0.168170398547636,0.339621339343577,0.279357672663991,-0.441416023905797,-0.0480614800794454,0.398703512734142,0.609359311919639,0.6480052006237,-0.0366854182842949,0.149055182778679,0.522678984504712,0.540776126414733,0.375802834302674,1.02451429518035,0.484572150035643,0.237812342637867,-0.600114503339372,1.1858256516117,0.269514176210533,0.601264430656588,-0.40027126284201,-0.805636317180815,34,-0.235986724421814,-0.232840159360724,-0.545800521249819,-0.413135052090513,-0.233778773473114
"2601",34104,157947,11032,"Ze Castro","1983-01-13 00:00:00",0.179772618874657,0.963324132122058,"2014-11-14",0.6280803859898,0.0433080112857862,"right","medium","low",-0.905492075217534,-0.228113807337268,0.773262992465356,0.890886296178139,-0.19108924817675,-0.299783414910597,-0.0162244975419555,0.157565945152694,0.890684419220043,0.281873784501159,-0.569055235616599,-0.738616098062793,-0.149841951506447,-0.114470749059731,-0.727773570318167,-1.34303998094549,0.30417800282023,-0.13625883975347,0.0191064771344855,0.0747640617628341,-0.146888439208581,1.61409727716731,-0.807929678918395,-0.243886314458589,-0.608141939552516,1.18362753607164,1.27962197598063,79,-0.293679505012831,-0.109749066601875,-0.227521300487055,-0.473417010831243,-0.177532159370356
"2605",34114,134895,9069,"Roberto Hilbert","1984-10-16 00:00:00",0.179772618874657,1.11260472469047,"2015-05-01",0.706552202346677,0.125134950973847,"right","high","medium",1.37849752435033,0.17199312375701,0.495139871735978,1.00082085377011,0.414362685312738,0.962460424022793,1.40715885000017,1.25369149275437,0.715408045124537,0.779036511951383,0.76161304336567,0.820609189603452,0.865599878477376,1.01341654718409,0.149055182778679,0.446005602362922,-0.834450466978312,0.797907727781387,0.0609984695530633,-0.56922007695158,0.541523486200852,1.20215089939863,0.930810434915988,0.0930327575430228,-0.8097096679207,1.07172164267013,0.920957549556861,70,-0.178293943830797,-0.479022344878422,-0.291177144639608,-0.111725258386866,-0.34627200167863
"2610",34183,178152,8909,"Ricardo Faty","1986-08-04 00:00:00",1.9451140603372,0.963324132122058,"2014-09-18",0.000305855134783657,-0.611307506218698,"right","medium","high",-0.154591384948647,-0.628220738431547,1.12926058699896,0.671017180994196,0.0510915252190452,-0.0534919341431059,-0.194147415984722,0.0966700813970448,0.820573869581841,0.575651759812654,-0.907770797539358,-0.537425738363923,-0.294905070075565,-0.386719406773756,-1.09311888410852,0.382111117244765,0.452051830066795,0.763308966020836,0.856946325506041,-0.0423239634579684,0.845234629763836,0.68721792718777,-0.28630764476808,-0.56476162112679,-0.339384968394937,1.20084382736418,0.996026848110673,69,-0.524450627376899,-0.1712946129813,-0.227521300487055,-0.0514432996461369,-0.515011843986903
"2614",34213,138246,9343,"Ryan Esson","1980-03-19 00:00:00",0.621107979240291,0.440842058132625,"2014-09-18",-1.412186839289,-2.08419242060379,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.84688866194889,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-2.19417976486085,-2.47511952226827,-2.57715463844439,-2.64992451520206,-2.32578873004321,-0.270041410610602,-1.45846419789887,-1.85419586189075,-0.435191133412589,-2.76576473355529,0.354242416483108,-1.6230123039388,-2.31336126329121,-1.52699385331891,-1.67729973583559,-1.91243790913324,-1.88473755255101,-1.17500437100629,-1.30609830753956,25,2.41788118276497,2.78289161323108,2.50967999807272,2.72152680242742,2.46605870345926
"2625",34254,49223,8952,"Richard Brittain","1983-09-24 00:00:00",-0.261562741490978,0.142280872995807,"2015-02-27",-0.470525043006479,-1.10226914434706,"right","high","high",0.283434017708204,0.857890719918631,-0.405979039427203,0.304568655687625,0.232727105265892,0.346731722104066,0.992005373633719,1.80175426655521,0.47002112139083,0.457010654398396,-0.399697454655219,-0.537425738363923,-0.149841951506447,0.721721556776203,0.149055182778679,0.829372513071868,-0.790088318804343,0.278926301373133,-0.986301340911381,0.894380238308451,0.541523486200852,0.532738035524513,0.583062412149111,1.10378997354786,1.60910307249751,0.839301710220843,0.495564857751926,57,-0.409065066194865,-0.479022344878422,-0.482144677097266,-0.473417010831243,-0.177532159370356
"2626",34259,164630,2405,"David Raven","1985-03-10 00:00:00",0.179772618874657,-0.529481793562035,"2015-05-08",-0.99367048538566,-1.6477820756008,"right","high","high",0.450300837767956,-1.54275086664704,0.261516450323302,-0.208459279741574,-0.675450794968341,0.0491295161766817,0.0430831419389665,-1.73020583127242,-0.184344008565723,-0.102297413983106,-0.0367879240236911,-0.0847474290414647,0.357878963485464,-1.43682137224214,-0.143221068253603,-0.895778585118389,1.25057049719824,0.278926301373133,0.354242416483108,-1.505924278718,0.237812342637867,0.532738035524513,-1.27159370927423,-0.821461866461351,-1.81754830976162,0.736003962465605,0.595657255823676,61.3333333333333,-0.178293943830797,-0.479022344878422,-0.35483298879216,-0.292571134609054,-0.121285545267598
"2629",34264,167516,7618,"Miroslav Radovic","1984-01-16 00:00:00",0.179772618874657,-0.00699971957260257,"2015-02-20",0.6280803859898,0.0433080112857862,"right","medium","medium",0.502446719036629,1.39136662804434,0.67313866900278,0.976390952083006,0.606089130917743,1.42425695046184,1.0611976196948,0.583836991442235,0.540131671029032,0.733839900364998,0.834194949491976,0.44337726516807,0.176550065274067,1.59680652799985,0.356084193926545,-0.0651502785823391,0.673862570936641,-0.11319299857977,-0.06467750770267,0.0747640617628341,0.349173095277627,-0.651607800560458,1.27855845768286,1.42466528021606,0.948408851735127,-1.12335549712867,-0.10498953067857,38,-0.235986724421814,-0.602113437637271,-0.163865456334502,-0.473417010831243,-0.571258458089661
"2630",34266,148478,1141,"Bartosz Slusarski","1981-12-11 00:00:00",0.621107979240291,1.26188531725888,"2015-01-16",-0.627468675720233,-1.26592302372318,"left","high","medium",-0.968067132739941,0.743574453891694,0.795512842123706,-0.208459279741574,0.717088652057482,0.0696538062406394,-0.0755321370228775,0.522941127686586,0.0493578235616173,-0.305682166121834,-0.907770797539358,-0.0093010441543883,-0.149841951506447,-0.153363414447448,-0.873911695834308,0.0626386916539762,-0.169018244368774,-0.551443980880073,0.354242416483108,0.484572150035643,0.663007943626045,-1.06355417832914,1.10468444629943,0.141164053543253,0.735642916235377,-1.02005774937344,-0.655497720073191,42,-0.178293943830797,0.0133420261569736,-0.482144677097266,-0.533698969571972,-0.121285545267598
"2631",34267,158905,8659,"Pirmin Schwegler","1987-03-09 00:00:00",-0.702898101856612,-0.380201200993626,"2015-01-16",1.41279854955857,1.13433387379326,"right","medium","medium",0.971759650454684,0.629258187864758,0.662013744173605,1.47720393666865,0.959269425453278,0.993246859118729,0.398928978824499,1.49727494777697,1.66190046524027,1.11801109884926,0.0357939821026144,0.0661453407326881,0.6480052006237,1.4801285318367,0.806676747601313,0.957161483308184,1.42801908989412,0.763308966020836,-0.148461492539825,1.47982036441246,0.541523486200852,1.45961738550406,0.75693642353255,1.51023202866091,0.802832159024772,1.25249270124179,1.24625784329005,73,-0.235986724421814,0.0133420261569736,-0.036553768029396,-0.533698969571972,-0.571258458089661
"2632",34268,49939,246,"Alain Nef","1982-02-06 00:00:00",1.50377869997156,1.93364798381672,"2015-05-22",-0.874094384270418,-1.52309340559994,"right","medium","medium",-0.78034196017272,-1.37127646760664,1.40579443275274,-1.01464603541603,-1.64417388855152,-2.12937727204053,-0.549993252870254,-0.694976147426389,-0.511526573544,-1.6906354783046,-2.722318450697,-1.97090705121838,-1.60047313719762,-1.83686021623009,-2.43967732636439,-0.804500749235306,0.502751427979902,-1.17422169256998,0.880884606888086,-1.21320421566599,-0.0572213396804615,0.628368444649386,-0.625775952707174,-1.59156260246503,-0.608141939552516,0.581057340832749,0.595657255823676,61,-0.409065066194865,-0.109749066601875,-0.482144677097266,-0.232289175868325,-0.233778773473114
"2638",34304,53405,7287,"Maxwell","1981-08-27 00:00:00",-1.14423346222225,-0.529481793562035,"2015-04-10",1.41279854955857,0.861577408166391,"left","high","high",1.82278043275942,0.926480479534793,0.728763293148655,1.40391423160734,0.983487502792857,0.931673988926857,0.837805510983322,0.157565945152694,1.5357014758915,1.42986771879531,0.471285418860448,0.594270034942223,1.01066299704649,1.45679293260407,-0.0263105678406904,0.497121190457448,0.452051830066795,0.970901536584138,0.102890461971641,0.753874608043488,0.590117269170929,1.35663079106188,1.16264245009391,1.36049021888242,0.332507459499009,1.40743932287465,1.3063132821331,73.2,-0.524450627376899,-0.602113437637271,0.0271020761231569,-0.172007217127596,-0.571258458089661
"2639",34305,135455,6486,"Maicon","1981-07-26 00:00:00",0.179772618874657,0.142280872995807,"2015-05-01",1.75807454152883,1.22161594279386,"right","high","medium",2.03553562833561,0.800732586905163,0.728763293148655,1.31596658553376,1.86744732568751,1.17796546969435,1.58508176844294,1.37548322026567,1.38145826668746,1.15868804927701,0.689031137239364,0.896055574490529,0.502942082054582,1.87683371879142,0.733607684843242,1.31497059996987,0.363327533718856,0.832506489541937,1.19208226485466,1.44469395684622,1.29472712223705,1.35663079106188,1.42924926754851,0.847089728213296,0.802832159024772,1.20084382736418,1.48647959866224,79,-0.351372285603848,-0.663658984016696,-0.482144677097266,-0.413135052090513,-0.121285545267598
"2645",34381,100978,2576,"Derek Boateng","1983-05-02 00:00:00",0.621107979240291,0.291561465564216,"2014-09-18",0.471136753276046,-0.120345868090335,"right","medium","medium",0.158283902663389,-0.113797541310332,0.461765097248453,0.817596591116824,0.83817903875538,0.500663897583748,0.280313699862655,-0.390496828648145,0.610242220667234,0.711241594571807,0.543867324986753,-0.160193813928541,-0.00477883293732956,0.78006055485778,0.29519330829482,1.34052839401713,0.895673311806487,0.832506489541937,1.10829828001751,0.83583622569805,1.39191468817721,1.09916430495646,0.69897841973807,0.205339114876893,-0.0706279972373585,0.736003962465605,1.09611924618242,73,-0.235986724421814,-0.602113437637271,-0.036553768029396,-0.292571134609054,-0.00879231706208249
"2651",34420,53967,460,"Alexander Madlung","1982-07-11 00:00:00",1.9451140603372,NA,"2015-02-27",0.889653107179391,0.316064476912655,"right","medium","medium",-0.655191845127905,-0.456746339391142,2.33075246854987,-0.64819751010946,-0.554360408270443,-2.39326100143427,-1.73614604248869,-0.451392692403794,0.399910571752628,-1.39040084419505,-2.86748226294961,-2.80081728497622,-2.90604120431968,0.313348570205166,-2.40836201375379,1.46831736425345,-1.05626120784816,-0.274653886795671,2.11370609806337,-0.627764089561981,1.5133991456024,0.790204521629941,-1.38750971686319,-1.01398705046227,-0.67533118234191,1.26970899253433,1.26293990963534,68,-0.409065066194865,-0.0482035202224509,-0.418488832944713,-0.172007217127596,-0.515011843986903
"2656",34437,152991,2491,"Dean Marney","1984-01-31 00:00:00",0.179772618874657,-0.678762386130444,"2015-05-22",0.118013579670099,-0.488567096686607,"right","medium","high",0.784034477887462,0.800732586905163,0.395015548273403,0.909208722443467,1.01981461880223,0.623809637967493,0.398928978824499,0.157565945152694,1.10101606813465,0.30447209029435,0.217248747418378,0.103868533176226,-0.149841951506447,-0.736753395263216,0.29519330829482,0.637689057717395,0.984397608154425,1.17849410714744,0.856946325506041,0.718748200477248,1.33117245946461,0.738711224408856,0.235314389382235,0.847089728213296,0.130939731130825,0.942599457976081,0.695749653895425,68,-0.0629083826487632,-0.479022344878422,-0.418488832944713,-0.413135052090513,-0.458765229884145
"2659",34447,139643,5113,"John Rankin","1983-06-27 00:00:00",-1.58556882258789,0.291561465564216,"2015-04-10",-0.784412308433987,-1.4295769030993,"left","high","medium",0.533734247797833,-0.113797541310332,0.461765097248453,0.267923803156968,1.01981461880223,0.31594528700813,0.102390781419889,0.888316310220479,0.329800022114426,0.13498479684541,0.543867324986753,0.556546842498685,0.502942082054582,-0.620075399100063,0.806676747601313,0.701583542835553,2.04908916432969,0.970901536584138,0.354242416483108,1.01146826352925,0.420039028775658,0.429751441082341,0.119398381793276,0.397864298877814,-0.406574211184332,0.219515223689416,0.545611056787801,56,-0.582143407967916,-0.602113437637271,-0.545800521249819,-0.593980928312701,-0.121285545267598
"2669",34530,1219,1735,"Christian Abbiati","1977-07-08 00:00:00",1.50377869997156,NA,"2015-02-27",1.21661900866638,0.65701005894624,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.04070190627443,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-1.56318481811703,-2.27173477012954,-1.77875367105502,-2.49903174542791,-0.802625985067476,0.167501075001224,-0.873911695834308,-1.53472343629997,0.452051830066795,-2.21218454538649,0.0191064771344855,-1.6230123039388,-1.58445451874004,-1.32102066443457,-1.67729973583559,-1.91243790913324,-1.41441285302525,-1.17500437100629,-1.30609830753956,25,3.75923833150611,3.38296069043046,3.60774330970426,3.79153157007536,3.57692933198873
"2673",34543,50588,1589,"Carlton Cole","1983-11-12 00:00:00",1.50377869997156,1.93364798381672,"2014-09-18",0.6280803859898,0.0433080112857862,"right","high","medium",0.158283902663389,1.31515578402638,1.59650742982431,-0.281748984802889,1.26199539219802,0.377518157200003,0.458236618305421,-1.30393478498288,-0.511526573544,0.64344667719223,-0.0367879240236911,-1.14099681746053,-0.657562866498359,0.896738551020934,-1.23925700962466,1.34052839401713,-0.701364022456405,0.0713337308098314,1.52721820420328,0.660204187866847,0.905976858476433,-1.11504747555023,1.10468444629943,0.462039360211454,1.20596761576114,-1.53654648814963,-1.40619070561131,17,-0.409065066194865,0.0748875725363981,0.0907579202757098,-0.352853093349784,-0.458765229884145
"2676",34567,184475,4233,"Herold Goulon","1988-06-12 00:00:00",NA,NA,"2015-01-09",0.052620399372701,-0.338551040591829,"right","high","medium",-0.404891615038276,-0.571062605418079,0.684263593831955,0.426718164123149,-0.614905601619392,0.480139607519791,0.339621339343577,-0.451392692403794,0.586872037454501,0.259275478707966,-1.27068032817089,-0.537425738363923,-0.439968188644682,0.0799925778788587,-2.33529295099572,0.50990008748108,-3.0081957275028,0.140531254330932,2.36505805257484,0.133308074373235,0.622513124484314,0.996177710514284,-0.749971675123915,0.462039360211454,-0.406574211184332,0.856518001513382,0.762477919276591,63.3333333333333,-0.293679505012831,0.0133420261569736,0.0271020761231569,-0.232289175868325,-0.458765229884145
"2679",34580,165860,3172,"Fabiano","1984-07-25 00:00:00",0.179772618874657,0.440842058132625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",34633,178264,7855,"Nene","1983-07-28 00:00:00",0.179772618874657,0.291561465564216,"2015-05-15",0.471136753276046,-0.120345868090335,"right","medium","medium",-0.530041730083091,1.42947205005332,1.32950923392411,0.157989245564997,1.38308577889592,0.377518157200003,0.754774815710031,0.766524582709181,-0.86207932173501,0.846831429330959,-0.254533642402608,0.0661453407326881,0.0677527263472292,-0.503397402936909,-0.289359193769744,0.637689057717395,1.69419197893793,-0.828234074964475,0.856946325506041,0.426028137425242,1.39191468817721,-1.32102066443457,1.51039047286078,0.333689237544174,1.60910307249751,-1.17500437100629,-1.10591351139606,21,-0.69752896914995,-0.72520453039612,-0.736768053707478,-0.71454484579416,-0.683751686295177
"2688",34654,172425,9877,"Souleymane Bamba","1985-01-13 00:00:00",1.50377869997156,1.6350867986799,"2015-04-24",0.575765841751883,-0.0112432818395867,"right","medium","medium",-1.72939699926256,-1.37127646760664,1.06251103802391,0.0114098354423682,-1.45244744294652,-0.299783414910597,-1.14306964767947,-1.47647306562388,0.0493578235616173,0.0332924207760461,0.180957794355226,0.669716419829299,-0.657562866498359,-0.192256079835167,-1.53153326065694,-0.959673070236547,-0.790088318804343,0.832506489541937,1.6947861738776,-1.6230123039388,0.905976858476433,1.15065760217754,-1.74491740692915,-0.928420302017418,-1.94072858820884,1.1664112447791,1.07943717983713,71,-0.524450627376899,-0.602113437637271,0.0271020761231569,-0.232289175868325,-0.458765229884145
"2697",34944,21146,7340,"Michael Carrick","1981-07-28 00:00:00",1.06244333960593,-0.380201200993626,"2015-03-27",1.72668581498608,1.18888516691863,"right","low","medium",1.0969097654995,0.800732586905163,1.06251103802391,1.77036275691391,1.14090500550012,0.746955378351239,0.695467176229109,1.61906667528826,2.01245321343128,1.11801109884926,-0.980352703665663,-0.726041700581614,-0.512499747929241,1.71348452416301,-0.0701520054955328,1.0849504535445,0.452051830066795,0.555716395457535,-0.316029462214137,1.18710030136046,0.420039028775658,1.6655905743884,0.409188400765673,1.36049021888242,1.60910307249751,1.20084382736418,1.1461654452183,72,-0.12060116323978,-0.1712946129813,-0.227521300487055,0.00883865909459249,-0.34627200167863
